Transaction date,opening,highest,lowest,current,amount
20121024_,11565,11705,11460,11580,30317079
20121025_,11480,11735,11430,11735,20586546
20121026_,11605,11680,11315,11320,35566234
20121029_,11405,11480,11305,11365,18002481
20121030_,11375,11650,11360,11430,22599273
20121031_,11600,11675,11555,11580,14819300
20121101_,11435,11460,11240,11345,32521466
20121102_,11610,11680,11570,11645,22469972
20121105_,11490,11605,11460,11510,15876375
20121106_,11535,11775,11510,11770,16147913
20121107_,11810,11880,11605,11880,29915128
20121108_,11565,11645,11455,11520,27532828
20121109_,11260,11430,11075,11380,34761747
20121112_,11320,11395,11245,11365,14953182
20121113_,11400,11405,11135,11220,25496039
20121114_,11230,11325,11155,11325,22110665
20121115_,11050,11085,10935,11030,34913206
20121116_,10950,11035,10900,10910,23001341
20121119_,11015,11240,11010,11160,21124574
20121120_,11385,11390,11260,11305,20193405
20121121_,11390,11425,11170,11235,22389748
20121122_,11380,11530,11365,11475,19404453
20121123_,11480,11640,11445,11640,17432014
20121126_,11695,11710,11565,11585,16029612
20121127_,11710,11890,11670,11855,27053734
20121128_,11700,11730,11620,11680,13926162
20121129_,11775,11975,11775,11955,20941147
20121130_,11910,12090,11875,11975,19646856
20121203_,12000,12105,11960,12000,13435794
20121204_,11915,11980,11850,11940,12052141
20121205_,11930,12150,11905,12110,17029117
20121206_,12110,12235,12090,12165,14966417
20121207_,12190,12355,12185,12310,24834195
20121210_,12375,12470,12300,12315,16489645
20121211_,12350,12410,12310,12405,12204646
20121212_,12520,12570,12480,12565,14774003
20121213_,12570,12860,12565,12855,21934317
20121214_,12720,12975,12700,12890,16610240
20121217_,12880,12925,12710,12710,14388511
20121218_,12825,12860,12615,12845,13684753
20121220_,12895,12985,12835,12840,13575287
20121221_,12945,12965,12615,12620,20940998
20121224_,12600,12720,12600,12685,10567510
20121226_,12810,12935,12675,12700,11985436
20121227_,12700,12880,12650,12855,14838114
20121228_,12840,13025,12790,12970,13385107
20130102_,13175,13515,13170,13495,21941541
20130103_,13700,13725,13400,13400,18267442
20130104_,13375,13425,13160,13195,17868956
20130107_,13210,13265,13025,13220,16936925
20130108_,13135,13200,12955,12960,16431855
20130109_,12995,13085,12830,12850,17811659
20130110_,12875,13135,12780,13080,24645426
20130111_,13255,13260,12710,12910,36345728
20130114_,12840,13075,12760,13050,16441914
20130115_,12995,13215,12750,12765,29248725
20130116_,12835,12900,12510,12570,21579015
20130117_,12710,12740,12445,12595,24784439
20130118_,12810,12820,12560,12690,20701413
20130121_,12700,12840,12505,12735,24458785
20130122_,12755,12880,12655,12880,24866634
20130123_,12920,13000,12630,12630,21795128
20130124_,12565,12660,12390,12415,36274777
20130125_,12445,12470,12060,12140,39255938
20130128_,12045,12140,11970,12075,24835131
20130129_,12135,12325,12090,12290,18930644
20130130_,12350,12465,12195,12370,24508457
20130131_,12280,12365,12235,12315,16523655
20130201_,12340,12460,12080,12285,28383502
20130204_,12385,12440,12205,12210,20904780
20130205_,12050,12095,11895,12015,33596847
20130206_,12090,12095,11965,11985,17305035
20130207_,11995,12130,11905,11975,23582326
20130208_,11915,12310,11895,12240,24614979
20130212_,12305,12315,12165,12190,19046655
20130213_,12280,12660,12265,12650,31314419
20130214_,12650,12815,12595,12710,25475521
20130215_,12725,12755,12640,12700,15773253
20130218_,12635,12770,12545,12670,21415103
20130219_,12685,12840,12640,12750,21020390
20130220_,12875,13325,12845,13295,49157341
20130221_,13175,13280,13150,13180,16773480
20130222_,13105,13415,13095,13225,28331623
20130225_,13255,13325,13115,13135,24889759
20130226_,12935,13095,12880,12995,27986391
20130227_,13070,13120,12930,13010,21368177
20130228_,13190,13385,13165,13290,29535018
20130304_,13270,13340,13035,13055,21012960
20130305_,13160,13390,13155,13155,26420188
20130306_,13385,13420,13100,13135,31448929
20130307_,13090,13160,12880,12900,32649226
20130308_,12900,12990,12800,12885,21061769
20130311_,12850,12950,12600,12850,31425775
20130312_,12920,12970,12640,12655,21549796
20130313_,12655,12790,12610,12740,20100032
20130314_,12735,12745,12425,12740,45948986
20130315_,12835,12855,12480,12535,33999250
20130318_,12400,12455,12260,12315,29206448
20130319_,12395,12555,12330,12395,22169707
20130320_,12300,12355,12135,12160,37542816
20130321_,12275,12280,11985,12010,38836700
20130322_,12005,12040,11915,11955,24279453
20130325_,12140,12445,12135,12370,30653875
20130326_,12345,12520,12315,12415,23106184
20130327_,12500,12675,12260,12620,35474319
20130328_,12570,12655,12510,12610,15238796
20130329_,12735,12880,12720,12740,27549895
20130401_,12785,12785,12630,12660,11001248
20130402_,12640,12690,12265,12440,27295719
20130403_,12520,12520,12230,12375,24470072
20130404_,12185,12225,11910,12045,47580150
20130405_,11920,11980,11600,11690,49541003
20130408_,11715,11820,11630,11680,21271329
20130409_,11655,11885,11475,11665,40534091
20130410_,11785,11925,11660,11815,27973629
20130411_,11945,12010,11705,12010,30997402
20130412_,12010,12045,11500,11565,41380730
20130415_,11485,11685,11365,11605,29881331
20130416_,11350,11670,11220,11540,42740294
20130417_,11630,11680,11325,11530,24190022
20130418_,11380,11480,11235,11235,32594838
20130419_,11220,11370,11085,11295,27059487
20130422_,11205,11535,11180,11505,26738432
20130423_,11465,11495,11245,11400,26510453
20130424_,11520,11660,11395,11600,28915903
20130425_,11605,11760,11570,11730,23744073
20130426_,11705,11775,11655,11695,18969818
20130429_,11690,11695,11520,11620,16377748
20130430_,11695,11990,11690,11935,29014258
20130502_,11850,11925,11780,11810,13767537
20130503_,11950,11955,11750,11900,21000979
20130506_,12020,12190,11840,11840,29664996
20130507_,11840,11870,11705,11765,20332985
20130508_,11830,11900,11695,11745,22338730
20130509_,11795,12150,11770,12110,42140006
20130510_,12065,12090,11575,11590,47513384
20130513_,11510,11655,11420,11655,15274316
20130514_,11670,12010,11670,11925,36108623
20130515_,11955,11980,11825,11935,17504782
20130516_,11980,12290,11975,12155,42389827
20130520_,12215,12240,12105,12145,19245983
20130521_,12225,12350,12095,12120,16962493
20130522_,12225,12375,12190,12290,25985509
20130523_,12150,12215,11950,11950,30606793
20130524_,12060,12085,11835,11985,18834396
20130527_,11950,12170,11915,12095,18713065
20130528_,12135,12250,12020,12180,19830245
20130529_,12250,12460,12215,12385,34686203
20130530_,12355,12480,12325,12360,19163400
20130531_,12440,12565,12415,12415,25953108
20130603_,12300,12405,12275,12325,14323699
20130604_,12440,12445,12125,12265,23367546
20130605_,12250,12270,11950,11950,27120329
20130607_,11900,11930,11500,11500,54221834
20130610_,11570,11595,11450,11550,22304990
20130611_,11555,11555,11240,11385,32625639
20130612_,11280,11355,11145,11175,29575673
20130613_,11090,11145,10820,10900,46120935
20130614_,10990,10995,10765,10845,30587294
20130617_,10880,11010,10770,10835,23657183
20130618_,10890,10980,10715,10980,27124453
20130619_,11000,11000,10790,10900,21010294
20130620_,10615,10650,10325,10400,48507127
20130621_,10010,10095,9925,10060,44207639
20130624_,10085,10085,9830,9840,31208900
20130625_,9750,9985,9590,9700,54394727
20130626_,9855,9865,9585,9655,39664854
20130627_,9890,10265,9875,10225,37326194
20130628_,10290,10615,10280,10485,40123218
20130701_,10310,10540,10305,10475,17980840
20130702_,10530,10590,10370,10470,26823788
20130703_,10390,10465,10020,10080,36204194
20130704_,10095,10265,10060,10225,22512381
20130705_,10400,10460,10055,10135,36645210
20130708_,10075,10240,9845,9950,33003346
20130709_,10060,10140,9890,10125,27751457
20130710_,10125,10170,9915,9970,27611424
20130711_,10230,10695,10175,10650,45653694
20130712_,10650,10655,10485,10520,22577879
20130715_,10525,10685,10245,10590,41887116
20130716_,10595,10650,10415,10500,24170189
20130717_,10540,10845,10340,10710,50309973
20130718_,10630,10675,10490,10540,30317492
20130719_,10580,10630,10340,10510,36210265
20130722_,10610,10810,10520,10580,35932592
20130723_,10650,10925,10600,10875,41272747
20130724_,10875,10980,10825,10960,21153864
20130725_,10900,11040,10870,10950,22666087
20130726_,11030,11070,10890,10990,22061279
20130729_,10950,11030,10850,10905,23386903
20130730_,10895,11100,10875,11075,19778898
20130731_,11050,11105,10985,11020,13735686
20130801_,11025,11180,10865,11050,30364400
20130802_,11200,11280,11090,11145,25426871
20130805_,11080,11180,11030,11040,15901553
20130806_,10995,11000,10725,10825,29208281
20130807_,10675,10745,10520,10520,26398481
20130808_,10555,10720,10480,10555,29987098
20130809_,10555,10615,10445,10560,23191738
20130812_,10495,10690,10460,10595,21123210
20130813_,10650,10940,10630,10920,23931161
20130814_,10975,11090,10900,11060,23362460
20130816_,10845,11165,10790,11015,28969723
20130819_,10975,11015,10895,11005,15876238
20130820_,10895,11120,10680,10690,36419963
20130821_,10745,10745,10390,10435,37678222
20130822_,10230,10345,10115,10235,41189597
20130823_,10330,10555,10290,10495,29645864
20130826_,10530,10785,10525,10710,23526190
20130827_,10665,10820,10635,10685,24691460
20130828_,10445,10740,10435,10740,30060974
20130829_,10775,11140,10760,11065,43641626
20130830_,11170,11250,11050,11230,36028755
20130902_,11210,11370,11190,11240,30267042
20130903_,11355,11430,11280,11325,26743021
20130904_,11275,11380,11155,11330,25525304
20130905_,11410,11615,11350,11560,35967509
20130906_,11560,11720,11510,11620,26401122
20130909_,11710,11885,11680,11820,34487555
20130910_,11855,12090,11835,12080,39391454
20130911_,12120,12220,12055,12175,32941042
20130912_,12230,12465,12160,12185,47225138
20130913_,12085,12280,12055,12065,22708749
20130916_,12310,12460,12285,12340,24653581
20130917_,12300,12305,12120,12220,23369142
20130923_,12220,12420,12040,12260,25470540
20130924_,12120,12295,12070,12240,25135269
20130925_,12270,12290,12045,12085,28960323
20130926_,12035,12295,12000,12295,23578934
20130927_,12360,12365,12235,12320,20315484
20130930_,12155,12265,12040,12115,25262371
20131001_,12070,12340,12070,12160,24907888
20131002_,12305,12330,12160,12160,21125457
20131004_,12165,12235,11985,12145,25093342
20131007_,12170,12225,12075,12115,14751539
20131008_,12075,12245,11955,12245,24171591
20131010_,12235,12345,12135,12190,26660408
20131011_,12400,12645,12325,12625,38008652
20131014_,12615,12650,12540,12590,16006864
20131015_,12735,12910,12725,12780,25108375
20131016_,12835,12985,12800,12820,23980537
20131017_,12985,13025,12855,12920,23794540
20131018_,12990,13045,12950,13040,18167499
20131021_,13070,13130,13030,13035,13769552
20131022_,13015,13060,12950,13050,12458834
20131023_,13090,13130,12725,12725,23736415
20131024_,12725,12820,12650,12820,17932457
20131025_,12800,12815,12505,12615,23850509
20131028_,12690,12870,12650,12855,16812173
20131029_,12800,13000,12720,12950,23212230
20131030_,13005,13050,12835,13030,21858479
20131031_,12890,12955,12645,12645,21634910
20131101_,12710,12745,12645,12715,14530909
20131104_,12655,12665,12485,12500,22753241
20131105_,12500,12560,12305,12370,17674559
20131106_,12325,12470,12305,12375,15338680
20131107_,12390,12400,12135,12185,18365383
20131108_,12010,12120,11975,12000,17978438
20131111_,12060,12075,11920,11985,13840048
20131112_,11985,12235,11985,12180,14973191
20131113_,12100,12130,11710,11710,28405910
20131114_,11875,11935,11710,11825,22229341
20131115_,11945,12325,11935,12290,26605444
20131118_,12400,12430,12305,12345,16324754
20131119_,12320,12725,12290,12640,28618951
20131120_,12590,12625,12395,12445,19511252
20131121_,12400,12410,11955,12045,34375649
20131122_,12185,12350,12060,12240,23247550
20131125_,12340,12625,12335,12435,27819686
20131126_,12240,12525,12100,12495,37678123
20131127_,12370,12575,12260,12565,25080434
20131128_,12710,12870,12705,12800,29850321
20131129_,12750,12900,12725,12775,19002132
20131202_,12790,12915,12570,12605,23794862
20131203_,12465,12530,12280,12320,23121191
20131204_,12200,12245,12005,12020,33070923
20131205_,12050,12090,11755,11945,36512859
20131206_,11935,12030,11875,11955,18912696
20131209_,12205,12250,12115,12190,16892454
20131210_,12175,12180,12060,12100,13282078
20131211_,11970,12210,11800,11850,30610960
20131212_,11730,11795,11605,11765,31061212
20131213_,11735,11735,11460,11635,33908919
20131216_,11580,11740,11520,11655,19605899
20131217_,11840,11910,11710,11770,20149020
20131218_,11770,11970,11745,11930,18203120
20131219_,12170,12200,11765,11865,26609084
20131220_,11850,12020,11820,11950,18125158
20131223_,12060,12210,12040,12145,21266326
20131224_,12200,12300,12140,12215,22181357
20131226_,12255,12315,12155,12160,20142783
20131227_,12200,12415,12145,12365,22759957
20131230_,12455,12460,12350,12425,11862033
20140102_,12490,12500,11775,11780,40155543
20140103_,11760,11780,11375,11520,50990325
20140106_,11530,11720,11445,11585,29110627
20140107_,11450,11735,11450,11655,23200330
20140108_,11715,11760,11495,11640,25842194
20140109_,11640,11670,11515,11515,19795217
20140110_,11455,11585,11230,11335,41981352
20140113_,11400,11525,11355,11475,15068608
20140114_,11415,11665,11310,11440,28635314
20140115_,11560,11585,11435,11505,15854723
20140116_,11555,11670,11540,11605,17118761
20140117_,11590,11625,11360,11410,23919597
20140120_,11385,11580,11250,11545,23323738
20140121_,11530,11715,11485,11710,21214015
20140122_,11655,11710,11615,11690,13215486
20140123_,11715,11720,11430,11430,32151861
20140124_,11340,11390,11175,11330,37999777
20140127_,11020,11135,10885,11055,39154816
20140128_,10980,11145,10950,11130,14817164
20140129_,11205,11395,11190,11355,20574568
20140203_,11230,11265,11005,11065,22290595
20140204_,10830,10835,10605,10655,44891121
20140205_,10760,10800,10640,10740,20591178
20140206_,10795,10985,10780,10910,19856812
20140207_,11050,11120,10940,11070,21376938
20140210_,11120,11165,10990,11075,13197796
20140211_,11010,11250,11010,11200,18604956
20140212_,11285,11370,11200,11260,24949363
20140213_,11255,11345,11045,11070,24923181
20140214_,11135,11420,11120,11330,30391153
20140217_,11475,11525,11340,11360,20522738
20140218_,11345,11430,11185,11365,28391067
20140219_,11300,11315,11125,11240,29636793
20140220_,11125,11280,11050,11115,26796657
20140221_,11280,11470,11265,11465,28739593
20140224_,11450,11510,11330,11385,17913154
20140225_,11510,11620,11460,11580,30196331
20140226_,11540,11690,11500,11655,23824864
20140227_,11615,11720,11570,11700,21515878
20140228_,11700,11805,11650,11695,26011022
20140303_,11530,11600,11400,11520,23623716
20140304_,11460,11535,11420,11460,17088515
20140305_,11670,11760,11665,11695,21780405
20140306_,11675,11705,11640,11690,11222526
20140307_,11755,11795,11550,11655,24322489
20140310_,11510,11540,11340,11355,27629247
20140311_,11385,11450,11345,11435,13700979
20140312_,11350,11360,11080,11100,41149587
20140313_,11200,11220,11050,11155,26265866
20140314_,10945,10970,10815,10915,28257877
20140317_,10885,11005,10855,11005,12871785
20140318_,11160,11230,11015,11140,24765174
20140319_,11230,11270,11100,11155,18303042
20140320_,11060,11065,10845,10875,32499161
20140321_,10955,11050,10925,11050,15848082
20140324_,11080,11245,11055,11155,22437183
20140325_,11130,11215,11075,11120,16923572
20140326_,11270,11475,11265,11440,36755585
20140327_,11425,11595,11375,11565,27166719
20140328_,11550,11690,11525,11565,28896817
20140331_,11650,11700,11545,11605,24094790
20140401_,11625,11780,11535,11705,32830023
20140402_,11795,11830,11755,11780,21919009
20140403_,11795,11960,11765,11765,30679341
20140404_,11780,11920,11765,11860,21059623
20140407_,11755,11860,11690,11800,18339089
20140408_,11715,11960,11700,11930,16824140
20140409_,11985,12030,11930,11965,16083442
20140410_,12065,12105,11955,12010,21145676
20140411_,11830,11860,11740,11830,20210985
20140414_,11780,11945,11760,11900,12746351
20140415_,11965,11995,11745,11760,18655271
20140416_,11770,11885,11670,11860,16228657
20140417_,11925,11945,11750,11820,15882722
20140418_,11910,12025,11905,12005,20352343
20140421_,11980,12000,11865,11960,10844014
20140422_,11950,12000,11800,11960,21075582
20140423_,12010,12065,11890,11925,17193835
20140424_,11965,12005,11860,11915,13887817
20140425_,11865,11890,11570,11590,30426649
20140428_,11515,11625,11490,11570,16362300
20140429_,11560,11600,11430,11455,18229049
20140430_,11520,11550,11325,11345,18904624
20140502_,11425,11440,11300,11355,14027921
20140507_,11360,11405,11085,11110,27806965
20140508_,11155,11220,11015,11220,23956367
20140509_,11200,11320,11180,11245,15651189
20140512_,11245,11395,11160,11380,19499140
20140513_,11465,11765,11435,11690,37651922
20140514_,11715,12020,11715,12000,46449090
20140515_,12000,12135,11975,11995,36767214
20140516_,11900,12015,11890,11995,18108944
20140519_,12040,12050,11875,12030,17631423
20140520_,11995,12080,11980,12005,13328072
20140521_,11930,12165,11915,12020,22215702
20140522_,12100,12230,12060,12145,22485840
20140523_,12125,12165,12080,12100,10564383
20140526_,12120,12160,12030,12050,11870171
20140527_,12080,12100,11705,11810,26977114
20140528_,11800,12060,11785,12060,18284623
20140529_,12120,12125,11980,12030,12503009
20140530_,12010,12090,11840,11840,18440297
20140602_,11875,11970,11830,11880,10768413
20140603_,11920,11925,11735,11910,14785335
20140605_,11920,11950,11710,11780,16600996
20140609_,11890,12015,11760,11780,19510652
20140610_,11900,12010,11845,12010,14730918
20140611_,11985,12060,11940,11980,10495289
20140612_,11970,11990,11850,11915,12714799
20140613_,11830,11840,11545,11590,36515912
20140616_,11590,11735,11530,11725,15837834
20140617_,11710,11795,11660,11760,14961879
20140618_,11740,11755,11605,11630,16942566
20140619_,11725,11800,11610,11685,18965259
20140620_,11645,11670,11320,11435,43800491
20140623_,11465,11535,11380,11480,19282005
20140624_,11420,11790,11415,11720,31385987
20140625_,11695,11750,11540,11565,23074786
20140626_,11620,11790,11590,11730,26707989
20140627_,11720,11780,11565,11670,21832786
20140630_,11710,11820,11700,11725,17192966
20140701_,11670,11755,11565,11710,19948311
20140702_,11820,11975,11790,11885,36498724
20140703_,11900,11925,11835,11855,10070059
20140704_,11950,11970,11795,11815,15381071
20140707_,11775,11815,11610,11700,22637081
20140708_,11720,11750,11590,11685,18146689
20140709_,11580,11600,11495,11570,19453041
20140710_,11625,11680,11570,11625,14746879
20140711_,11510,11520,11375,11415,35394968
20140714_,11500,11600,11455,11515,19249883
20140715_,11600,11805,11570,11750,33648941
20140716_,11750,11835,11725,11780,14867540
20140717_,11830,11950,11825,11855,25807513
20140718_,11695,11820,11670,11820,17178867
20140721_,11910,12000,11825,11830,21115905
20140722_,11830,11985,11810,11975,17167294
20140723_,12025,12040,11935,11965,18025281
20140724_,11980,12075,11925,11970,19176855
20140725_,11990,12045,11980,12035,12965817
20140728_,12065,12290,12040,12235,26951694
20140729_,12315,12500,12295,12480,25027392
20140730_,12550,12935,12520,12770,35021039
20140731_,12735,12880,12610,12635,16647579
20140801_,12450,12665,12450,12540,24005744
20140804_,12610,12630,12455,12555,14883502
20140805_,12500,12525,12320,12370,22349926
20140806_,12340,12405,12230,12295,16242111
20140807_,12250,12295,12115,12190,21125866
20140808_,12125,12130,11835,11885,37545661
20140811_,12070,12075,11960,12020,15231601
20140812_,12065,12180,12020,12035,18011779
20140813_,12070,12150,12005,12150,15067859
20140814_,12200,12360,12130,12225,25444479
20140818_,12295,12330,12060,12095,20463332
20140819_,12155,12350,12150,12290,23653641
20140820_,12375,12395,12220,12250,16930305
20140821_,12220,12250,11825,11870,38161676
20140822_,11910,12065,11870,12030,20920738
20140825_,11995,12125,11875,12085,19205835
20140826_,12175,12250,12105,12180,22045613
20140827_,12245,12330,12175,12195,23761638
20140828_,12245,12415,12205,12215,27848072
20140829_,12155,12175,11995,12100,23309661
20140901_,12060,12145,12035,12090,14375190
20140902_,12055,12065,11825,11870,36187507
20140903_,11810,11880,11695,11815,26867985
20140904_,11925,12000,11865,11890,19417337
20140905_,11850,11940,11720,11830,21319225
20140911_,11820,11820,11690,11705,19739809
20140912_,11730,11800,11665,11755,16716803
20140915_,11680,11730,11560,11665,23379045
20140916_,11710,11780,11675,11740,12516474
20140917_,11845,11975,11840,11960,25236277
20140918_,11930,11975,11780,11820,19370952
20140919_,11910,11980,11875,11895,17744165
20140922_,11800,11805,11525,11615,40307739
20140923_,11500,11615,11475,11550,20616485
20140924_,11460,11540,11375,11525,26418486
20140925_,11600,11635,11460,11515,19962309
20140926_,11345,11440,11330,11440,14711095
20140929_,11445,11505,11335,11395,18460211
20140930_,11320,11420,11195,11275,27646138
20141001_,11180,11210,10965,10995,32668206
20141002_,10860,10885,10610,10735,41860863
20141006_,10780,10820,10640,10680,19698150
20141007_,10780,10810,10630,10705,18497849
20141008_,10585,10685,10530,10645,22575113
20141010_,10505,10510,10210,10315,40820757
20141013_,10110,10275,10040,10245,23326765
20141014_,10360,10400,10230,10250,25564689
20141015_,10200,10325,10110,10200,29665373
20141016_,10100,10155,9970,10110,33852990
20141017_,10140,10170,9840,9895,41078982
20141020_,10030,10210,10025,10140,26029375
20141021_,10090,10100,9895,9990,35170359
20141022_,10195,10235,10075,10140,22067004
20141023_,10110,10285,10075,10180,31040399
20141024_,10230,10255,9975,10085,25825318
20141027_,10160,10280,10145,10185,26345605
20141028_,10215,10235,10105,10165,13583936
20141029_,10275,10600,10220,10555,39019855
20141030_,10500,10535,10405,10535,16255104
20141031_,10605,10690,10465,10660,30974267
20141103_,10650,10655,10505,10555,19310161
20141104_,10505,10620,10330,10395,28791681
20141105_,10440,10485,10305,10350,19653103
20141106_,10300,10500,10260,10460,23869523
20141107_,10430,10510,10400,10475,15617359
20141110_,10565,10770,10555,10690,25630273
20141111_,10695,10740,10655,10670,13088827
20141112_,10665,10850,10645,10750,20205253
20141113_,10740,10810,10620,10690,23528884
20141114_,10635,10645,10400,10485,29887927
20141117_,10410,10590,10385,10545,21215020
20141118_,10545,10765,10545,10720,23919200
20141119_,10800,10800,10625,10675,17705958
20141120_,10570,10680,10520,10595,16171595
20141121_,10640,10725,10610,10660,14382975
20141124_,10825,10940,10810,10875,28660868
20141125_,10895,10905,10810,10865,10654876
20141126_,10875,10880,10725,10820,16919624
20141127_,10960,11015,10905,10950,29510505
20141128_,10925,10985,10895,10930,8595441
20141201_,10840,10845,10685,10745,20248008
20141202_,10690,10730,10625,10725,12484428
20141203_,10760,10820,10710,10775,11883931
20141204_,10770,11040,10770,11020,28131103
20141205_,10970,11060,10970,11010,9430710
20141208_,10975,11065,10950,10970,10556277
20141209_,10900,10940,10840,10905,10669419
20141210_,10835,10835,10580,10585,24591549
20141211_,10435,10500,10275,10300,33568789
20141212_,10340,10365,10245,10335,13672760
20141215_,10140,10360,10060,10360,20309293
20141216_,10250,10350,10120,10200,22583277
20141217_,10275,10280,10135,10135,19404971
20141218_,10300,10360,9970,10110,33551619
20141219_,10300,10480,10280,10415,30884720
20141222_,10480,10600,10410,10565,21769973
20141223_,10570,10595,10515,10550,13839169
20141224_,10520,10640,10490,10615,19363880
20141226_,10595,10720,10595,10620,22088286
20141229_,10700,10730,10550,10555,16180159
20141230_,10550,10615,10290,10290,19543895
20150102_,10275,10405,10235,10390,11762656
20150105_,10335,10385,10140,10355,24617902
20150106_,10110,10160,9955,9980,50232025
20150107_,9970,10035,9915,10000,21900545
20150108_,10120,10325,10105,10265,29185377
20150109_,10440,10575,10405,10495,37670956
20150112_,10390,10525,10380,10445,17582512
20150113_,10410,10545,10350,10540,19093638
20150114_,10500,10615,10440,10450,21910539
20150115_,10410,10540,10370,10510,20370790
20150116_,10400,10405,10140,10210,42236677
20150119_,10320,10480,10290,10420,25077131
20150120_,10460,10615,10460,10595,32663170
20150121_,10545,10650,10500,10650,23705054
20150122_,10740,10830,10680,10700,29401998
20150123_,10955,11000,10795,10830,30381845
20150126_,10750,10850,10660,10825,13982616
20150127_,10925,10990,10880,10985,23838564
20150128_,10870,11020,10860,11000,20486606
20150129_,10900,10995,10785,10900,22731680
20150130_,11000,11015,10860,10860,17537317
20150202_,10755,10920,10750,10835,12442342
20150203_,10925,10950,10715,10820,18278250
20150204_,10970,11060,10920,10965,26418983
20150205_,10935,10960,10730,10745,21984496
20150206_,10750,10800,10695,10785,13244342
20150209_,10710,10800,10650,10745,9235346
20150210_,10745,10845,10630,10650,17528439
20150211_,10650,10715,10620,10685,11721254
20150212_,10710,10710,10475,10590,22254068
20150213_,10690,10785,10680,10765,15697472
20150216_,10765,10835,10760,10800,11791138
20150217_,10735,10875,10700,10840,13472762
20150223_,10950,11035,10885,10895,15511151
20150224_,10910,10965,10885,10915,10325448
20150225_,11000,11050,10975,11010,21474889
20150226_,11020,11025,10945,11010,10296321
20150227_,10970,10990,10860,10915,15411842
20150302_,10980,11065,10960,11045,17399785
20150303_,11100,11165,11085,11130,15215506
20150304_,11090,11140,11090,11110,8286884
20150305_,11070,11170,11055,11145,9555586
20150306_,11150,11260,11150,11255,14060937
20150309_,11165,11200,10995,11025,16463085
20150310_,11085,11085,10935,10940,14779396
20150311_,10795,10950,10750,10935,16301176
20150312_,10895,10995,10830,10900,17558144
20150313_,10985,11015,10930,10995,15229370
20150316_,10945,11030,10915,11015,7363474
20150317_,11100,11500,11075,11475,53220899
20150318_,11500,11590,11480,11490,26851315
20150319_,11645,11675,11520,11560,22625051
20150320_,11540,11580,11450,11500,8838034
20150323_,11580,11645,11475,11510,15275771
20150324_,11495,11540,11405,11535,11317095
20150325_,11530,11625,11505,11550,11004386
20150326_,11390,11500,11290,11325,20042124
20150327_,11320,11360,11240,11265,12818311
20150330_,11240,11330,11200,11320,11503945
20150331_,11435,11455,11285,11320,14610168
20150401_,11280,11325,11145,11155,13851779
20150402_,11205,11275,11150,11180,9660773
20150403_,11210,11355,11195,11345,10138069
20150406_,11320,11445,11295,11340,10603791
20150407_,11430,11435,11285,11290,10706677
20150408_,11305,11480,11285,11460,15075872
20150409_,11410,11515,11375,11435,13565809
20150410_,11465,11785,11460,11730,30348668
20150413_,11770,11905,11740,11885,15538872
20150414_,11890,12060,11875,12010,22605375
20150415_,12050,12145,12000,12095,17348843
20150416_,12200,12295,12165,12275,20770791
20150417_,12300,12350,12245,12285,13829623
20150420_,12150,12305,12135,12260,14896390
20150421_,12320,12325,12225,12245,14674710
20150422_,12250,12550,12245,12340,25380487
20150423_,12455,12710,12365,12710,23772055
20150424_,12725,12935,12550,12550,27920214
20150427_,12665,12675,12470,12490,10948460
20150428_,12550,12580,12340,12390,11939778
20150429_,12450,12450,12150,12290,13699507
20150430_,12180,12270,12120,12175,8866488
20150504_,12240,12335,12200,12270,6239592
20150506_,12150,12180,11870,11905,17691484
20150507_,11880,11885,11615,11775,19233828
20150508_,11800,11805,11690,11690,9393288
20150511_,11845,11900,11715,11720,14746091
20150512_,11670,11750,11620,11700,9204285
20150513_,11700,11895,11700,11850,11196338
20150514_,11810,11900,11770,11880,11156463
20150515_,11970,12045,11625,11645,23364489
20150518_,11665,11705,11555,11705,10411830
20150519_,11700,11870,11625,11800,12500652
20150520_,11840,12025,11810,12020,18001006
20150521_,12000,12010,11730,11740,14726478
20150522_,11790,12060,11790,12045,16940423
20150526_,12045,12075,11905,11995,11426925
20150527_,11840,11880,11455,11500,29509290
20150528_,11600,11660,11500,11500,15868971
20150529_,11440,11710,11420,11590,16041951
20150601_,11550,11550,11260,11415,17246487
20150602_,11380,11475,11135,11190,19328268
20150603_,11230,11270,10965,10980,20117604
20150604_,11045,11220,10975,11070,19037425
20150605_,10950,11135,10940,11030,11097539
20150608_,11000,11045,10900,10990,9974067
20150609_,10950,11075,10870,10950,14950018
20150610_,11035,11075,10795,10825,16877239
20150611_,10920,10925,10780,10885,16765428
20150612_,10930,11040,10670,10720,20549752
20150615_,10600,10730,10530,10670,10452340
20150616_,10640,10675,10295,10445,24737635
20150617_,10475,10505,10355,10480,10614967
20150618_,10590,10690,10465,10550,15991466
20150619_,10675,10685,10555,10615,14170940
20150622_,10700,10810,10635,10720,13727477
20150623_,10850,11025,10775,10990,20540136
20150624_,11035,11050,10955,10990,9223095
20150625_,10900,11015,10875,10980,10135742
20150626_,10890,11040,10805,10980,10626117
20150629_,10660,10725,10580,10680,18478112
20150630_,10605,10750,10605,10750,10921355
20150701_,10740,11045,10700,11025,15085174
20150702_,11065,11115,11030,11050,9435379
20150703_,11050,11075,10895,10995,10130030
20150706_,10740,10850,10425,10440,27724179
20150707_,10550,10570,10360,10485,20541720
